Comp_OID,Oid_Type,Symbolic_name,CodingSystemName
2.16.840.1.113883.3.8651,3,eICare,eICare
2.16.840.1.113883.13.287,3,hie-metrobestclinic,Metrobest Clinic ehr oid registration for hie
2.16.840.1.113883.13.288,3,hie-Platinumcare,Platinumcare EHR OID Registration for HIE
2.16.840.1.113883.13.289,3,hie-RuiLu,RuiLu EHR OID Registration for HIE
2.16.840.1.113883.3.8652,3,sophy,Sound Inpatient Physicians Inc
2.16.840.1.113883.17.4274,17,bbh,BestSelf Behavioral Health HL7 OID
2.16.840.1.113883.3.8653,3,ttp-pediorthopaedic,Texas Tech Physicians of Lubbock Department of Pediatric Orthopaedic
2.16.840.1.113883.3.8654,3,ihh,Inspiring Home Health
2.16.840.1.113883.3.8655,3,baymed,Ascension Bay Medical
2.16.840.1.113883.3.8656,3,ffmc,Founders Family Medical Center
2.16.840.1.113883.3.8657,3,cmb,"CAMBA, Inc."
2.16.840.1.113883.3.8658,3,medasync,MedaSync
2.16.840.1.113883.3.8659,3,southerntierpeds,Southern Tier Pediatrics Practice PC
2.16.840.1.113883.13.290,3,hie-medicalhomedeveolpmentgroup,Medical Home Development Group ehr oid registration for hie
2.16.840.1.113883.3.8660,3,ahks,Ashland Health Center
2.16.840.1.113883.3.8661,3,yardi,"Yardi Systems, Inc."
2.16.840.1.113883.3.8662,3,ahcarhm,Adventist Healthcare Rehabilitation
2.16.840.1.113883.3.8663,3,coastalplains,Coastal Plains Community Center
2.16.840.1.113883.3.8664,3,westtexasdbc,West Texas Developmental Pediatric & Behavioral Health Network PA
2.16.840.1.113883.3.8665,3,aiwh,"Associates in Womens Health, L.L.C."
2.16.840.1.113883.3.8666,3,tucpc,The Urology Center PC
2.16.840.1.113883.3.23.3.1,4,chbostonheart,"Boston Children's Heart Foundation, Inc."
2.16.840.1.113883.3.23.3.2,4,chbostonneurosurgical,"Boston Pediatric Neurosurgical Foundation, Inc."
2.16.840.1.113883.3.23.3.3,4,chbostonplasticoralsurgery,Boston Plastic & Oral Surgery Foundation
2.16.840.1.113883.3.23.3.4,4,chbostonanesthesia,CHMC Anesthesia Foundation
2.16.840.1.113883.3.23.3.5,4,chbostonorl,"CHMC Otolaryngologic Foundation, Inc."
2.16.840.1.113883.3.23.3.6,4,chbostonsurgical,"CHMC Surgical foundation, Inc."
2.16.840.1.113883.3.23.3.7,4,chbostoncardiology,Children's Hospital Cardiology Foundation
2.16.840.1.113883.3.23.3.8,4,chbostonneurology,"Children's Hospital Neurology Foundation, Inc."
2.16.840.1.113883.3.23.3.9,4,chbostonophthalmology,Children's Hospital Ophthalmology Foundation
2.16.840.1.113883.3.23.3.10,4,chbostonpathology,"Children's Hospital Pathology Foundation, Inc."
2.16.840.1.113883.3.23.3.11,4,chbostonpediatricassoc,"Children's Hospital Pediatric Associates, Inc. (Medicine)"
2.16.840.1.113883.3.23.3.12,4,chbostonradiology,Children's Hospital Radiology Foundation
2.16.840.1.113883.3.23.3.13,4,chbostonsportsmedicine,Children's Hospital Sports Medicine
2.16.840.1.113883.3.23.3.14,4,chbostonorthosurg,Children's Orthopaedic Surgery Foundation
2.16.840.1.113883.3.23.3.15,4,chbostonurology,"Children's Urological Foundation, Inc."
2.16.840.1.113883.3.23.3.16,4,chbostonholyfamilyhosp,Holy Family Hospital
2.16.840.1.113883.3.23.3.17,4,chbostonmarthaeliothealthctr,Martha Elliot Health Center
2.16.840.1.113883.3.8667,3,nedhhsoehs,Nebraska Department of Health and Human Services Office of Emergency Health Systems
2.16.840.1.113883.3.8668,3,clinicaCO,Clinica Colorado
2.16.840.1.113883.3.8669,3,cobbeye,Cobb Eye Center
2.16.840.1.113883.3.8670,3,gar,Georgia Retina
2.16.840.1.113883.3.8671,3,sn-DutchessCountyDBCH,Dutchess County Department of Behavioral and Community Health
2.16.840.1.113883.3.8672,3,lcdlr,La Clinica de La Raza
2.16.840.1.113883.3.8673,3,nwrc,Northwest Renal Clinic
2.16.840.1.113883.3.8674,3,encoreSupportServices,Encore Support Services
2.16.840.1.113883.3.8675,3,chocpomonapeds,CHOC Prime Clinicals EMR Pomona Peds
2.16.840.1.113883.3.8676,3,wee,Wee Care Pediatrics
2.16.840.1.113883.3.8677,3,lkc-ca-bh,Lake County Behavioral Health Services
2.16.840.1.113883.3.8678,3,pfpShallotteNC,"Phelps Family Practice, PLLC"
2.16.840.1.113883.17.4275,17,chcl,"Community Health Clinical Laboratory, LLC"
2.16.840.1.113883.3.8679,3,fourwind,Four Winds Hospital Westchester
2.16.840.1.113883.3.8680,3,ethizo,ethizo EHR OID
2.16.840.1.113883.3.8681,3,cfbcbs,CareFirst BlueCross BlueShield
2.16.840.1.113883.3.8682,3,shellpoint,Shellpoint Retirement Community
2.16.840.1.113883.3.8683,3,sdta,"Sandata Technologies, LLC"
2.16.840.1.113883.3.8684,3,r1-v3Rd-aL3,Theodore C Docu MD PC
2.16.840.1.113883.3.8685,3,fourWindsSaratoga,Four Winds Saratoga
2.16.840.1.113883.3.8686,3,eh,ENGLEWOOD HEALTH
2.16.840.1.113883.3.8687,3,mt-bscc,Big Sky Care Connect Montana
2.16.840.1.113883.3.8688,3,nicusa,NIC USA OID For NIC Objects
2.16.840.1.113883.4.965,4,ca-QHR,QHR Technologies Inc
2.16.840.1.113883.3.8689,3,phxmpa,Phoenix Mountain Post Acute
2.16.840.1.113883.3.8690,3,sbc,"The South Bend Clinic, LLP"
2.16.840.1.113883.3.8691,3,regmia,Delaware County Memorial Hospital
2.16.840.1.113883.3.8692,3,simple-practice,Simple Practice Inc.
2.16.840.1.113883.3.8693,3,relevant-healthcare-technologies-bhh,Relevant Healthcare Technologies serving Brooklyn Health Home
2.16.840.1.113883.3.8694,3,hinq,Innovatie Co&#246;peratie Gezondheid & Zorg U.A.
2.16.840.1.113883.3.8695,3,orx,OptumRx
2.16.840.1.113883.3.8696,3,cpc1401,Castillo Primary Care
2.16.840.1.113883.3.8697,3,smpa,South Mountain Post Acute
2.16.840.1.113883.9.257,3,palouseMedical,"Palouse Medical, PS."
2.16.840.1.113883.3.8698,3,rpmh-1,RPMH
2.16.840.1.113883.3.8699,3,sjpfamilybixby,SJP Family Medical Center Bixby
2.16.840.1.113883.3.8700,3,renaissanceMFM,Center of Maternal Fetal Medicine OID Root
2.16.840.1.113883.3.8701,3,hybrent,Hybrent Inc
2.16.840.1.113883.3.8702,3,mos-mmh,MedOne Systems (MMH)
2.16.840.1.113883.3.8703,3,aperi,Aperiomics
2.16.840.1.113883.3.8704,3,hjsta,Handmaker Jewish Services for the Aging
2.16.840.1.113883.3.8705,3,rscktzuchi,RS CINTA KASIH TZU CHI
2.16.840.1.113883.4.966,4,ca-abSMAntigen,Alberta to SNOMED Antigen codes Mapping
2.16.840.1.113883.4.967,4,ca-abSMVaccine,Alberta to SNOMED Vaccine codes Mapping
2.16.840.1.113883.3.8706,3,kypca,CHARLI-HL7
2.16.840.1.113883.3.8707,3,wyammc,AspenMountainMedicalCenter
2.16.840.1.113883.3.8708,3,whsi,"Whatley Health services, Inc."
2.16.840.1.113883.3.8709,3,casamba,Casamba
2.16.840.1.113883.3.8710,3,greenclinicslab,"Green Clinics Laboratory, LLC"
2.16.840.1.113883.3.8711,3,maa,"Medical Arts Allergy, PC"
2.16.840.1.113883.3.8712,3,shenmc,Shenandoah Medical Center
2.16.840.1.113883.3.8713,3,bomc,Banner Ocotillo Medical Center
2.16.840.1.113883.3.8714,3,faith,Faith Regional Health Services
2.16.840.1.113883.3.8715,3,cibo,Cibola General Hospital
2.16.840.1.113883.3.8716,3,bchhc-3,Beatrice Community Hospital & Health Center
2.16.840.1.113883.3.8717,3,mitchell,Mitchell Care Center
2.16.840.1.113883.3.8718,3,tabitha,Tabitha Health Care
2.16.840.1.113883.3.8719,3,hhwaz,Horizon Health and Wellness
2.16.840.1.113883.3.8720,3,wic-denver,The Women's Imaging Center
2.16.840.1.113883.3.1640.400,14,swghc-hh,Southwest General Home Health
2.16.840.1.113883.3.8721,3,khshl7,Kimball Health Services
2.16.840.1.113883.3.8722,3,vsl,Vetter Health Services
2.16.840.1.113883.3.8723,3,parhoi,Parkview Home Inc.
2.16.840.1.113883.3.8724,3,genetworx,Recovery Centers Of America Laboratory Services DBA Genetworx
2.16.840.1.113883.3.8725,3,adracare,Adracare Practice Management Platform
2.16.840.1.113883.3.8726,3,wyfi,Wyoming Frontier Information
2.16.840.1.113883.3.8727,3,tcmhsmaine,Tri-County Mental Health Services OID Root
2.16.840.1.113883.3.8728,3,gtx,Genotox Laboratories
2.16.840.1.113883.3.8729,3,mnlhnh,Mid Nebraska Lutheran Home and Newman House
2.16.840.1.113883.3.8730,3,docs,"Dentrust Dental Virginia, P.C"
2.16.840.1.113883.3.8731,3,mlh,Mary Lanning Healthcare
2.16.840.1.113883.3.8732,3,bd-LabResults,Bako Diagnostics Lab Reporting
2.16.840.1.113883.3.8733,3,safekeeping,"SafeKeeping, Inc."
2.16.840.1.113883.3.8734,3,id-DirectTrust,"DirectTrust.org, Inc."
2.16.840.1.113883.3.8735,3,padmajaisukapalli,Inman Medical Associates
1.3.6.1.4.1.41179.2.2,4,id-DirectTrustCat2,DirectTrust BA
1.3.6.1.4.1.41179.2.3,4,id-DirectTrustCat3,DirectTrust HE
2.16.840.1.113883.3.8736,3,next-BRS,"Next Bio-Research Services, LLC"
2.16.840.1.113883.3.8737,3,clkcc,Clarkson Community Care Center
2.16.840.1.113883.3.8738,3,girmc,Grand Island Regional Medical Center
2.16.840.1.113883.3.8739,3,lrc1001,Lancaster Rehabilitation Center
2.16.840.1.113883.3.8740,3,nsch,North Shore Community Health
2.16.840.1.113883.3.8741,3,bL,BOWlink Technologies
2.16.840.1.113883.3.8742,3,rchbass,Rock County Hospital
2.16.840.1.113883.3.8743,3,bodecovid19testing,Bode COVID-19 Testing
2.16.840.1.113883.3.8744,3,bryanH,Bryan Health
2.16.840.1.113883.3.8745,3,gmu,George Mason University
2.16.840.1.113883.3.8746,3,olsnh,Oglala Sioux Lakota Nursing Home
2.16.840.1.113883.3.8747,3,lbphd,Loup Basin Public Health Department
2.16.840.1.113883.3.8748,3,aegisscicorp,Aegis Sciences Corporation
2.16.840.1.113883.3.8749,17,ops,Organizational Performance Systems
2.16.840.1.113883.3.8750,3,mako,Mako Medical
2.16.840.1.113883.3.8751,3,cpccmr,Community Pride Care Center
2.16.840.1.113883.3.8752,3,amggensurg,AMG General Surgery
2.16.840.1.113883.3.8753,3,renaissanceHIRCC,DHR Health Heart Institute OID Root
2.16.840.1.113883.3.8754,3,rpm,East West Family Health
2.16.840.1.113883.3.8755,3,aahmn-HIE,Appleton Area Health MN
2.16.840.1.113883.17.4276,17,tcare5,NaphCare
2.16.840.1.113883.3.8756,3,lgclabs,"Priva Path, Inc d/b/a LGC Labs"
2.16.840.1.113883.3.8757,3,suncoast,CompliaHealth -Suncoast
2.16.840.1.113883.3.8758,3,vvrmc,Val Verde Regional Medical Center
2.16.840.1.113883.3.8759,3,hiltpest,Hilltop Estates
2.16.840.1.113883.3.8760,3,wilcare,Wilber Care Center
2.16.840.1.113883.3.8761,3,relevant-healthcare-technologies-cbc,Relevant Healthcare Technologies serving Coordinated Behavioral Care
2.16.840.1.113883.3.8762,3,relevant-healthcare-technologies-ccc,Relevant Healthcare Technologies serving CommunityHealth Care Collaborative (Hudson River Healthcare)
2.16.840.1.113883.4.968,4,labWare-LIS-Portable-Lab-vendor-LabWare,LabWare Inc. - LabWare LIS Portable Lab
2.16.840.1.113883.3.8763,3,rogersBH-rootOID,Rogers Behavioral Health Root Organization Identifier
2.16.840.1.113883.3.8764,3,lcphd1,Lincoln County PHD1
2.16.840.1.113883.3.8765,3,dw-Interface,Desert West Interface OID
2.16.840.1.113883.3.8766,3,iPANS,Practice Management of America
2.16.840.1.113883.3.8767,3,horizonLabSystems,HORIZON Lab Systems
2.16.840.1.113883.3.8768,3,nta,Natera
2.16.840.1.113883.17.4277,17,mhaw2,Association for Mental Health and Wellness
2.16.840.1.113883.3.8769,3,whittingtonhealth,Whittington Health Trust OID identifier
2.16.840.1.113883.3.8770,3,wvhc,Wabash Valley Health Center
2.16.840.1.113883.9.258,3,vcd,Vista Clinical Diagnostics
2.16.840.1.113883.3.8771,3,rYIS-001,Restorative Youth Integrated Services
2.16.840.1.113883.3.8772,3,alorair,Alorair Solutions Inc.
2.16.840.1.113883.3.8773,3,mdp1,MDPortals Compendium 
2.16.840.1.113883.3.8774,3,ahcrdh,Arrowhead Family Health Centers
2.16.840.1.113883.3.8775,3,sctimst-3,SREE CHITRA TRIUNAL INSTITUTE FOR MEDICAL SCIENCES & TECHNOLOGY
2.16.840.1.113883.3.8776,3,gtmed,Georgetown Medical PC
2.16.840.1.113883.3.8777,3,rbjh,Jewish Federation of Omaha dba Rose Blumkin Jewish Home
2.16.840.1.113883.3.8778,3,rmyc-ecp,Every Child Pediatrics
2.16.840.1.113883.3.8779,3,lbbh,Lighthouse Behavioral Health Hospital
2.16.840.1.113883.3.8780,3,bluevalley,Blue Valley Lutheran Homes Society Inc.
2.16.840.1.113883.3.8781,3,rwamInsurance,RWAM Insurance Administrators
2.16.840.1.113883.17.8750,17,oksurghosp,OKLAHOMA SURGICAL HOSPITAL
2.16.840.1.113883.3.8782,3,oneUpHealth,1upHealth
2.16.840.1.113883.3.8783,3,rCHD,Rankin County Hospital District
2.16.840.1.113883.3.8784,3,svhrc,Sunview Health and Rehabilitation Center
2.16.840.1.113883.3.8785,3,uhsovy,UHS Old Vineyard Behavioral Health 
2.16.840.1.113883.3.8786,3,healthx,HealthxSolutions HealthxApp
2.16.840.1.113883.3.8787,3,imprivataOID,Imprivata customer production deployment identifier
2.16.840.1.113883.3.8788,3,andersonhealth,Anderson Healthcare
2.16.840.1.113883.17.8751,17,curative,Curative Inc.
2.16.840.1.113883.3.8789,3,whms,West Holt Memorial Hospital
2.16.840.1.113883.3.8790,3,oid-PCMH-Cerner,Pike County Memorial Hospital's OID for Cerner project
2.16.840.1.113883.3.8791,3,healthnow,Health Now Family Practice + Walk In Clinic
2.16.840.1.113883.3.8792,3,monarchhealthcare,Monarch HealthCare
2.16.840.1.113883.3.8793,3,mnc,MedNOW Clinics
2.16.840.1.113883.3.8794,3,rochesterrehab,Rochester Rehabilitation Center
2.16.840.1.113883.3.8795,3,tTCOF,The Children's Clinic of Fredericksburg
2.16.840.1.113883.3.8796,3,snhs,Seneca Nation Health System
2.16.840.1.113883.3.8797,3,vita,Vita Health Systems
2.16.840.1.113883.3.8798,3,nmuh,North Middlesex University Hospital NHS Trust
2.16.840.1.113883.3.8799,3,gra,
2.16.840.1.113883.3.8800,3,ehsny,Endeavor Health Services
2.16.840.1.113883.3.8801,3,ccop,Children's Clinic of Pueblo
2.16.840.1.113883.3.8802,3,cozad-chs,Cozad Community Health System
2.16.840.1.113883.3.8803,3,plvmanorwp,Plainview Manor & Whispering Pines
2.16.840.1.113883.3.8804,3,eccsnf,Elwood Care Center
2.16.840.1.113883.3.8805,3,uhsbmh,UHS Brynn Marr Hospital 
2.16.840.1.113883.3.8806,3,ndbh,"New Directions Behavioral Health, LLC"
2.16.840.1.113883.3.8807,3,szls-oid,StageZero Life Sciences
2.16.840.1.113883.3.8808,3,scmanor,Sunrise Country Manor
2.16.840.1.113883.3.8809,3,tcrh,Three Crosses Regional Hospital
2.16.840.1.113883.4.969,3,ecg-hq,Electronic Caregiver Inc.
2.16.840.1.113883.3.8810,3,kimbcoman,Kimball County Manor and Assisted Living
2.16.840.1.113883.3.8811,3,renaissanceHandandWrist,DHR Health Hand and Wrist Institute OID Root
2.16.840.1.113883.3.8812,3,mhatc,Mental Health Association in Tompkins County
2.16.840.1.113883.17.8752,17,sjvnc,Saint Joseph Villa Nursing Center
2.16.840.1.113883.3.8813,3,renaissanceHIRVCElsa,DHR Health Heart Institute VC Elsa OID Root
2.16.840.1.113883.3.8814,3,renaissanceHIRVC5thst,DHR Health Heart Institute VC 5th St OID
2.16.840.1.113883.4.970,3,mydoc-health-ehr-id,MyDoc Digital Health EHR data sync
2.16.840.1.113883.3.8815,3,comchil,Complete Children's Health
2.16.840.1.113883.3.8816,3,salveo,"Salveo Diagnostics, Inc."
2.16.840.1.113883.3.8817,3,arborcc,Arbor Care Centers
2.16.840.1.113883.3.8818,3,brmdpc,Beth Roland MD PC dba Parkside OBGYN & Medical Spa
2.16.840.1.113883.3.8819,3,whccadmin,Wakefield Care Center's Clinic Root OID
2.16.840.1.113883.3.8820,3,c-reachC,Community Reach Center
2.16.840.1.113883.3.8821,3,par,"Post Acute Recovery, Inc."
2.16.840.1.113883.3.8822,3,lccne,Louisville Care Center
2.16.840.1.113883.3.8823,3,integro,Integro Health Systems
2.16.840.1.113883.9.259,9,labPHHHSELRGuidanceComponent,LAB_PH_HHS_ELR_Guidance_Component
2.16.840.1.113883.3.8824,3,ffa,Forsyth Foot & Ankle OID root
2.16.840.1.113883.3.8825,3,episource,Episource OID
2.16.840.1.113883.4.971,3,verafinOID,Verafin Inc. OID
2.16.840.1.113883.3.8826,3,afp,Alpine Family Practice
2.16.840.1.113883.3.8827,3,mentalhealthresources,Mental Health Resources OID Root
2.16.840.1.113883.3.8828,3,nmhne,The Nebraska Masonic Home
2.16.840.1.113883.3.8829,3,fphc,"Franklin Primary Health Center, Inc."
2.16.840.1.113883.3.8830,3,pioneer,Pioneer Manor
2.16.840.1.113883.2.50,2,hl7Belgium,HL7 Belgium OID Root
2.16.840.1.113883.3.8831,3,scbhcc,South Central Behavioral Health Care Collaborative
2.16.840.1.113883.3.8832,3,fccs,Family & Children's Counseling Services
2.16.840.1.113883.3.8833,3,ncdoh,Nassau County Department of Health
2.16.840.1.113883.3.8834,3,conservpros,Consumer Services of Madison County PROS Clinic
2.16.840.1.113883.3.8835,3,carepaths-ehr,CarePaths EHR
2.16.840.1.113883.3.8836,3,uhshhh,UHS Holly Hill Hospital
2.16.840.1.113883.3.8837,3,renaissanceHIRVCdST,DHR Health Heart Institute VC D St OID Root 
2.16.840.1.113883.3.8838,3,south-Pulm-Assoc,Southwest Pulmonary Associates
2.16.840.1.113883.3.8839,3,wsmc-emr,West Suburban EMR
2.16.840.1.113883.3.8840,3,wmh-emr,Weiss Memorial Hospital EMR
2.16.840.1.113883.3.8841,3,chwr-emr,City Hospital at White Rock EMR
2.16.840.1.113883.3.8842,3,nrc,Northfield Retirement Community
2.16.840.1.113883.3.8843,3,gravitydiagnostics,Gravity Diagnostics
2.16.840.1.113883.3.8844,3,strokeMobileClinic,Stroke Mobile Program OID Root
2.16.840.1.113883.3.8845,3,cdfm,Central Delaware Family Medicine
2.16.840.1.113883.3.8846,3,accushield,"Accushield, LLC"
2.16.840.1.113883.3.8847,3,t-b-r,The Buckeye Ranch
2.16.840.1.113883.3.8848,3,yvy,Yeled v'Yalda ECC
2.16.840.1.113883.3.8849,3,progenity,Progenity Inc Root OID
2.16.840.1.113883.3.8850,3,epspc,"EYE PHYSICIANS & SURGEONS, PC OID ROOT"
2.16.840.1.113883.3.8851,3,bioreferencelaboratories,BioReference Laboratories Inc Root OID
2.16.840.1.113883.3.8852,3,healthtap,HealthTap Root OID
2.16.840.1.113883.17.8753,17,cdcpl,Capital Digestive Care Pathology Laboratory
2.16.840.1.113883.3.8853,3,phsne,Ponca Health Services
2.16.840.1.113883.3.8854,3,rspvh,Park View Haven
2.16.840.1.113883.3.8855,3,triadpedsroot,Triad Pediatrics
2.16.840.1.113883.3.8856,3,mira,MIRA Scientific
2.16.840.1.113883.3.8857,3,midtown,Midtown Health Center
2.16.840.1.113883.3.8858,3,hhc68803,Heartland Health Center
2.16.840.1.113883.3.8859,3,vitalaxis,Vital Axis Inc
2.16.840.1.113883.3.8860,3,sjcgensurgeryowasso,SJC General Surgery Owasso
2.16.840.1.113883.3.8861,3,amgvirtualafterhours,AMG Virtual After Hours Clinic
2.16.840.1.113883.3.8862,3,awoc-cneh,"Care New England - Care, Right Here"
2.16.840.1.113883.3.8863,3,pioneermemorial,Pioneer Memorial Rest Home
2.16.840.1.113883.3.8864,3,cdhcinc,"Charles Drew Health Center, Inc."
2.16.840.1.113883.3.8865,3,wmhfchs,Warren Memorial Hospital
2.16.840.1.113883.3.8866,3,lpim,Lafayette Pediatrics and Internal Medicine
2.16.840.1.113883.3.8867,3,lhbmc,Lake Health Beachwood Medical Center
2.16.840.1.113883.3.8868,3,lmadhinoid,Lifeline Medical Associates DHIN OID
2.16.840.1.113883.3.8869,3,northCentralHealthCare,Human Services Board Serving North Central Health Care Facility (d/b/a North Central Health Care)
2.16.840.1.113883.9.260,3,limsabc,LIMSABC HL7
2.16.840.1.113883.3.8870,3,sdx,Solaris Diagnostics
2.16.840.1.113883.3.8871,3,acclivity,Acclivity Health Solutions
2.16.840.1.113883.3.8872,3,wwamhcernermillennium,"Warren Washington Association for Mental Health, Inc."
2.16.840.1.113883.3.8873,3,chenmed,ChenMed LLC
2.16.840.1.113883.3.8874,3,ppim,Pinnacle Pediatrics and Internal Medicine
2.16.840.1.113883.3.8875,3,shim20,Securehealthcareinformationmanagement
2.16.840.1.113883.3.8876,3,ch-mc,Camarena Health
2.16.840.1.113883.3.8877,3,owchc,"OneWorld Community Health Centers, Inc"
2.16.840.1.113883.3.8878,3,heartInstituteMcAllenMcColl,DHR Health Heart Institute McAllen McColl OID root
2.16.840.1.113883.3.8879,3,heartInstituteMcAllenRGC,DHR Health Heart Institute RGC OID Root
2.16.840.1.113883.3.8880,3,heartInstituteMcAllenWeslaco,DHR Health Heart Institute Weslaco OID Root
2.16.840.1.113883.3.8881,3,healthNeuroscienceInstitute,DHR Health Neuroscience Institute OID Root
2.16.840.1.113883.17.8754,17,prattmedical,HCA Pratt Medical Group
2.16.840.1.113883.3.8882,3,madock,Hospital Universitario Martin Dockweiler 
2.16.840.1.113883.3.8883,3,allcare,All Care Health Center
2.16.840.1.113883.3.8884,3,gEPS,Georgia Eye Physicians & Surgeons OID root
2.16.840.1.113883.4.972,4,ca-MagnetTx,MagnetTx Oncology Solutions
2.16.840.1.113883.3.8885,3,btnrh,Father Flanagan's Boy's Home
2.16.840.1.113883.3.8886,3,nmic,NMIC
2.16.840.1.113883.3.8887,3,plsHL7,Phi Life Sciences Patient Tests
2.16.840.1.113883.3.8888,3,willseye-Hospital,Willseye-Hospital
2.16.840.1.113883.3.8889,3,rbk02,Walsall Healthcare NHS Trust
2.16.840.1.113883.3.8890,3,phystox,Physicians Toxicology Lab
2.16.840.1.113883.3.8891,3,summerBio,"Summer Bio, LLC"
2.16.840.1.113883.3.8892,3,clsky-health,ClearSky Health 
2.16.840.1.113883.3.8893,3,luhd,Lower Umpqua Hospital District
2.16.840.1.113883.3.8894,3,vPHC,Valley Pediatric and Health Clinic PLLC 
2.16.840.1.113883.3.8895,3,masoncos,College of Science George Mason University
2.16.840.1.113883.9.261,3,eden-software-solutions,Eden Software Solutions LLC.
2.16.840.1.113883.3.8896,3,gwu-phl,GWU Public Health Laboratory
2.16.840.1.113883.3.8897,3,whmg,Wilson Health Medical Group
2.16.840.1.113883.3.8898,3,ipss,Innovative Pain and Spine Specialists
2.16.840.1.113883.3.8899,3,nivaho,Niobrara Valley Hospital
2.16.840.1.113883.3.8900,3,triad,Triad Health Services
2.16.840.1.113883.3.26.8,14,nciPatMol,NCI/NIH Patented Molecule Identifier
2.16.840.1.113883.3.8901,3,ehr-GOV,OID authority for for VA-DoD  OID registration 
2.16.840.1.113883.3.8902,3,graceim,Grace Inspired Ministries
2.16.840.1.113883.3.8903,3,synsormed,SynsorMed Inc.
2.16.840.1.113883.3.8904,3,nmuhc-OID,Northern Michigan University Health Center
2.16.840.1.113883.9.262,3,cpchie,CentralPAConenctHIE
2.16.840.1.113883.2.51,2,hl7Europe,HL7 Europe OID Root
2.16.840.1.113883.3.8905,3,mmoh,Mammoth Hospital
2.16.840.1.113883.3.8906,3,cona,Carolina Orthopaedic & Neurosurgical Associates
2.16.840.1.113883.4.973,4,ca-AwareMD,AwareMD
2.16.840.1.113883.3.8907,3,mi211,Michigan 211 SS Object Identifier 
2.16.840.1.113883.3.8908,3,omg,OnPoint Medical Group
2.16.840.1.113883.3.8909,3,fonemed-oid,Fonemed North America
2.16.840.1.113883.3.8910,3,eNTA,"ENT and Allergy Associates, LLP"
2.16.840.1.113883.3.8911,3,dHRHealthWomensInstitute,DHR Health Women's Institute OID Root
2.16.840.1.113883.3.8912,3,ciandx,Patriot Medical Laboratories DBA CIAN Diagnostics
2.16.840.1.113883.3.8913,3,hillcrestne,Hillcrest Care Center
2.16.840.1.113883.3.8914,3,jose,St. Joseph's Rehabiliation and Care Center
2.16.840.1.113883.3.8915,3,i2ipophealth,i2i Population Health
2.16.840.1.113883.3.8916,3,usbiotek,US Biotek Laboratories LLC 
2.16.840.1.113883.4.974,3,deltamem,Delta Memorial Hospital
2.16.840.1.113883.9.263,3,excelt,Exceltox Laboratories LLC
2.16.840.1.113883.3.8917,3,cidcLumbertonNC,Carolina Infectious Disease Consultants PC
2.16.840.1.113883.3.8918,3,nxgenmdx-23D2059943,NxGen MDx LLC
2.16.840.1.113883.3.8919,3,akiraHealth,Akira Health by Telus Health
2.16.840.1.113883.3.8920,3,lifeBook,LifeBook
2.16.840.1.113883.3.8921,3,foresite,Foresite Healthcare
2.16.840.1.113883.3.8922,3,afmc,Aurora Family Medicine Center
2.16.840.1.113883.3.8923,3,phw-healthplan,PA Health & Wellness-healthplan
2.16.840.1.113883.3.8924,3,ilh,Immanuel Communities Lighthouse
2.16.840.1.113883.3.8925,3,fnt,Immanuel Communities Fontenelle  
2.16.840.1.113883.3.8926,3,crystalrun,"Crystal Run Healthcare, LLC"
2.16.840.1.113883.3.8927,3,rchc,Rawlins County Health Center
2.16.840.1.113883.3.8928,3,ucsc,University of California Santa Cruz
2.16.840.1.113883.3.8929,3,sphh,Solace Pediatric Home Healthcare 
2.16.840.1.113883.3.8930,3,mdlabs,MD Labs 
2.16.840.1.113883.3.8931,3,grmc2,Goodland Regional Medical Center
2.16.840.1.113883.3.8932,3,caremount,CareMount Medical
2.16.840.1.113883.3.8933,3,ctvti,Cotiviti Assigning Authority OID
2.16.840.1.113883.3.8934,3,ixl,ixlayer
2.16.840.1.113883.3.8935,3,beauregard,Beauregard Health System
1.3.6.1.4.1.6774.1000.1,17,uvacovid,1.3.6.1.4.1.6774.1000.uvacovid
2.16.840.1.113883.3.7217.700.1,17,mmeriecounytdoh,Erie County Department of Health (Harris Public Health Solutions)
2.16.840.1.113883.3.8936,3,hopehealth,HopeHealth
2.16.840.1.113883.3.8937,3,pip,Partners in Pediatrics
2.16.840.1.113883.3.8938,3,patm,Pediatrics at the Meadows PC
2.16.840.1.113883.3.8939,3,hsmed,Health Solutions Medical Center
2.16.840.1.113883.3.8940,3,pedpath,Pediatric Pathways
2.16.840.1.113883.3.8941,3,integritylabtn,"Integrity Laboratories, LLC"
2.16.840.1.113883.3.8942,3,givf,Molecular Infectious Disease Laboratory - Genetics & IVF Institute
2.16.840.1.113883.3.8943,3,cinternacional,Clinica Internacional
2.16.840.1.113883.3.8944,3,nj-cap,Acenda Incorporated 
2.16.124.113618,4,caShoppersDrugMart,Shoppers Drug Mart Canada
2.16.840.1.113883.3.8945,3,sage-memorial-hospital,Navajo Health Foundation - Sage Memorial Hospital
2.16.840.1.113883.3.8946,3,tiogaMH,Tioga County Department of Mental Hygiene
2.16.840.1.113883.3.8947,3,nextcare,NextCare Holdings Inc OID
2.16.840.1.113883.3.8948,3,cars,Community Alliance Rehabilitation Services
2.16.840.1.113883.3.8949,3,pea,Professional Eye Associates
2.16.840.1.113883.3.8950,3,apa,Advanced Pediatric Associates
2.16.840.1.113883.3.8951,3,neuralframe,"Root OID for NeuralFrame, Inc"
